Nota;;;;;;;;;;;;;;;;;Item;;;;;;;;;;;;;;;;;;;;;ICMS;;;;;;;;;;;;;;;;;;;;;;;
Chave Acesso;Serie;Numero;Data Emissao;Hora Emissao;Situacao;UF Emitente;Documento Emitente;IE Emitente;UF Destinatario;Documento Destinatario;IE Destinatario;Fone Destinatario;Email Destinatario;Tipo Operacao;Natureza Operacao;Numero Item;Codigo Produto;Codigo EAN;Descricao Produto;Codigo NCM;EXTIPI;CFOP;Unidade Comercial;Quantidade Comercial;Valor Unitario Comercializacao;Valor Produto;Codigo EAN Unidade Tributavel;Unidade Tributavel;Quantidade Tributavel;Valor Unitario de Tributacao;Valor Frete;Valor Seguro;Valor Desconto;Outras Despesas Acessorias;Compoe Valor Total;Informacoes Adicionais do Produto;Grupo de Tributacao;Origem Mercadoria;Tributacao ICMS;Codigo Situacao Operacao;Modalidade BC;% Reducao BC;Valor BC;Aliquota Imposto;Valor ICMS;Motivo Desoneracao;Modalidade BC ICMS ST;% Margem Valor Adic. ICMS ST;% Reducao ICMS ST;Valor BC ICMS ST;Aliquota Imposto ICMS ST;Valor ICMS ST;Valor BC ICMS ST Retido;Valor ICMS ST Retido;Valor BC ICMS ST Ret. Destino;Valor ICMS ST Ret. Destino;Aliquota Credito;Valor Credito;% BC;UF ICMS ST
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="20";="99900000001943";="9000000019430";="KIT SHAMP + COND+TAL T.ANJINHOS AZUL";="33051000";="";="6411";="CX";3,0000;57,6600;172,98;="9000000019430";="CX";3,0000;57,6600;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="21";="99900000001944";="9000000019447";="KIT SHAMP + COND+TAL T.ANJINHOS ROSA";="33051000";="";="6411";="CX";2,0000;57,6600;115,32;="9000000019447";="CX";2,0000;57,6600;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="22";="99900000001939";="9000000019393";="CREME ASSADURA T.ANJINHOS 60GR";="33049910";="";="6411";="CX";2,0000;49,0800;98,16;="9000000019393";="CX";2,0000;49,0800;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="23";="99900000001909";="9000000019096";="FRALDA REGULAR T.ANJINHOS G C/07";="96190000";="";="6411";="FD";144,0000;43,8000;6.307,20;="9000000019096";="FD";144,0000;43,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="24";="99900000001910";="9000000019102";="FRALDA REGULAR T.ANJINHOS EG C/07";="96190000";="";="6411";="FD";74,0000;43,8000;3.241,20;="9000000019102";="FD";74,0000;43,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="25";="99900000001908";="9000000019089";="FRALDA REGULAR T.ANJINHOS M C/08";="96190000";="";="6411";="FD";99,0000;43,8000;4.336,20;="9000000019089";="FD";99,0000;43,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="26";="99900000001907";="9000000019072";="FRALDA REGULAR T.ANJINHOS P C/10";="96190000";="";="6411";="FD";49,0000;43,8000;2.146,20;="9000000019072";="FD";49,0000;43,8000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="27";="99900000001917";="9000000019171";="FRALDA HIPER T.ANJINHOS G C/60";="96190000";="";="6411";="UND";47,0000;103,7400;4.875,78;="9000000019171";="UND";47,0000;103,7400;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="28";="99900000001916";="9000000019164";="FRALDA HIPER T.ANJINHOS M C/70";="96190000";="";="6411";="UND";35,0000;103,7400;3.630,90;="9000000019164";="UND";35,0000;103,7400;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="29";="99900000001915";="9000000019157";="FRALDA HIPER T.ANJINHOS P C/80";="96190000";="";="6411";="UND";7,0000;103,7400;726,18;="9000000019157";="UND";7,0000;103,7400;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="30";="99900000001918";="9000000019188";="FRALDA HIPER T.ANJINHOS EG C/50";="96190000";="";="6411";="UND";21,0000;103,7400;2.178,54;="9000000019188";="UND";21,0000;103,7400;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="31";="99900000001913";="9000000019133";="FRALDA PRATICA T.ANJINHOS G C/20";="96190000";="";="6411";="FD";73,0000;59,0000;4.307,00;="9000000019133";="FD";73,0000;59,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="32";="99900000001911";="9000000019119";="FRALDA PRATICA T.ANJINHOS P C/22";="96190000";="";="6411";="FD";18,0000;59,0000;1.062,00;="9000000019119";="FD";18,0000;59,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="33";="99900000001912";="9000000019126";="FRALDA PRATICA T.ANJINHOS M C/20";="96190000";="";="6411";="FD";42,0000;59,0000;2.478,00;="9000000019126";="FD";42,0000;59,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000851000000850";="1";="85";16/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="SP";="18903894000195";="143064145113";="1121289200";="";="1";="Outras Saidas-Devolucao para o Fornecedor";="34";="99900000001914";="9000000019140";="FRALDA PRATICA T.ANJINHOS EG C/18";="96190000";="";="6411";="FD";33,0000;59,0000;1.947,00;="9000000019140";="FD";33,0000;59,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000861000000865";="1";="86";20/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="13319387000195";="043502865";="";="";="1";="Venda para Cliente";="1";="99900000000943";="";="COXAO MOLE RESFRIADO MASTERBOI";="02013000";="";="5102";="KG";19,0900;18,4000;351,26;="";="KG";19,0900;18,4000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000861000000865";="1";="86";20/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="13319387000195";="043502865";="";="";="1";="Venda para Cliente";="2";="99900000001038";="9000000010383";="FLOCOS DE BATATA SUSTENT 500GR";="18069000";="";="5102";="PCT";16,0000;6,5000;104,00;="9000000010383";="PCT";16,0000;6,5000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;104,00;17,00%;17,68;;="";;;;;;;;;;;;;
="26150140891707000150550010000000861000000865";="1";="86";20/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="13319387000195";="043502865";="";="";="1";="Venda para Cliente";="3";="99900000001898";="9000000018983";="PICANHA RESFRIADA MASTERBOI";="02013000";="";="5102";="KG";6,0100;30,9000;185,71;="9000000018983";="KG";6,0100;30,9000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000861000000865";="1";="86";20/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="13319387000195";="043502865";="";="";="1";="Venda para Cliente";="4";="99900000001899";="9000000018990";="MAMINHA RESFRIADA MASTERBOI";="02013000";="";="5102";="KG";14,5940;24,9000;363,39;="9000000018990";="KG";14,5940;24,9000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000861000000865";="1";="86";20/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="13319387000195";="043502865";="";="";="1";="Venda para Cliente";="5";="99900000000863";="";="FILE PEITO INDIV. MISTERFRANGO";="02071400";="";="5102";="KG";20,0000;8,9000;178,00;="";="KG";20,0000;8,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;178,00;17,00%;30,26;;="";;;;;;;;;;;;;
="26150140891707000150550010000000871000000870";="1";="87";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="18818800000180";="054511402";="8196748161";="";="1";="Venda para Cliente";="1";="99900000002129";="9000000021297";="CADERNO MAT CAPA DURA 20X01C/400FL";="48202000";="";="5102";="UND";57,0000;12,0000;684,00;="9000000021297";="UND";57,0000;12,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;684,00;17,00%;116,28;;="";;;;;;;;;;;;;
="26150140891707000150550010000000871000000870";="1";="87";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="18818800000180";="054511402";="8196748161";="";="1";="Venda para Cliente";="2";="99900000002129";="9000000021297";="CADERNO MAT CAPA DURA 20X01C/400FL";="48202000";="";="5102";="UND";9,0000;13,0000;117,00;="9000000021297";="UND";9,0000;13,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;117,00;17,00%;19,89;;="";;;;;;;;;;;;;
="26150140891707000150550010000000871000000870";="1";="87";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="18818800000180";="054511402";="8196748161";="";="1";="Venda para Cliente";="3";="99900000002128";="9000000021280";="CADERNO MAT CAPA DURA 15X01 300FL";="48202000";="";="5102";="UND";84,0000;9,0000;756,00;="9000000021280";="UND";84,0000;9,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;756,00;17,00%;128,52;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="1";="99900000002126";="9000000021266";="CADERNO MAT CAPA DURA 10X01C/200FL";="48202000";="";="5102";="UND";8,0000;7,0000;56,00;="9000000021266";="UND";8,0000;7,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;56,00;17,00%;9,52;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="2";="99900000002127";="9000000021273";="CADERNO MAT CAPA DURA 12X01 C/240FL";="48202000";="";="5102";="UND";4,0000;9,0000;36,00;="9000000021273";="UND";4,0000;9,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;36,00;17,00%;6,12;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="3";="99900000002128";="9000000021280";="CADERNO MAT CAPA DURA 15X01 300FL";="48202000";="";="5102";="UND";5,0000;10,0000;50,00;="9000000021280";="UND";5,0000;10,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;50,00;17,00%;8,50;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="4";="99900000002128";="9000000021280";="CADERNO MAT CAPA DURA 15X01 300FL";="48202000";="";="5102";="UND";15,0000;9,0000;135,00;="9000000021280";="UND";15,0000;9,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;135,00;17,00%;22,95;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="5";="99900000002129";="9000000021297";="CADERNO MAT CAPA DURA 20X01C/400FL";="48202000";="";="5102";="UND";5,0000;13,0000;65,00;="9000000021297";="UND";5,0000;13,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;65,00;17,00%;11,05;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="6";="99900000002129";="9000000021297";="CADERNO MAT CAPA DURA 20X01C/400FL";="48202000";="";="5102";="UND";8,0000;12,0000;96,00;="9000000021297";="UND";8,0000;12,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;96,00;17,00%;16,32;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="7";="99900000002072";="9000000020726";="AGENDA BLOCO ANOTACAO C/156FLS";="48201000";="";="5102";="UND";5,0000;5,9000;29,50;="9000000020726";="UND";5,0000;5,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;29,50;17,00%;5,02;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="8";="99900000002074";="9000000020740";="CANTIL PLAST RABBIT";="39241000";="";="5102";="UND";6,0000;4,4000;26,40;="9000000020740";="UND";6,0000;4,4000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;26,40;17,00%;4,49;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="9";="99900000002126";="9000000021266";="CADERNO MAT CAPA DURA 10X01C/200FL";="48202000";="";="5102";="UND";3,0000;7,0000;21,00;="9000000021266";="UND";3,0000;7,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;21,00;17,00%;3,57;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="10";="99900000002128";="9000000021280";="CADERNO MAT CAPA DURA 15X01 300FL";="48202000";="";="5102";="UND";1,0000;9,0000;9,00;="9000000021280";="UND";1,0000;9,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;9,00;17,00%;1,53;;="";;;;;;;;;;;;;
="26150140891707000150550010000000881000000886";="1";="88";27/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="00889281000185";="032922744";="8137211194";="";="1";="Venda para Cliente";="11";="99900000002129";="9000000021297";="CADERNO MAT CAPA DURA 20X01C/400FL";="48202000";="";="5102";="UND";1,0000;12,0000;12,00;="9000000021297";="UND";1,0000;12,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;12,00;17,00%;2,04;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="1";="99900000000457";="9000000004573";="AGUA MINERAL VILLA 1,5L S/GAS";="22011000";="";="5102";="PCT";30,0000;6,0000;180,00;="9000000004573";="PCT";30,0000;6,0000;;;;;="1 - SIM";="";="GRUPO 60";="0 - NACIONAL";="60 - ICMS COBRADO ANTER. P/ SUBST. TRIB.";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="2";="99900000001763";="9000000017634";="CAFE MOIDO PELE 20X250GR";="09012100";="";="5102";="FD";10,0000;55,0000;550,00;="9000000017634";="FD";10,0000;55,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;550,00;17,00%;93,50;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="3";="99900000000784";="9000000007840";="GOIABADA POLY RAMOS 20X600GR";="20079990";="";="5102";="CX";10,0000;45,0000;450,00;="9000000007840";="CX";10,0000;45,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;450,00;17,00%;76,50;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="4";="99900000001229";="9000000012295";="ACETONA VENEZA 12X100ML";="33043000";="";="5102";="DZ";10,0000;15,9000;159,00;="9000000012295";="DZ";10,0000;15,9000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;159,00;17,00%;27,03;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="5";="99900000000775";="9000000007758";="SARDINHA SALGADA FISHER 01X10KG";="03022900";="";="5102";="BLD";10,0000;65,0000;650,00;="9000000007758";="BLD";10,0000;65,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="6";="99900000000622";="9000000006225";="ARROZ NAMORADO PARB.30X01KG";="10062010";="";="5102";="FD";15,0000;64,0000;960,00;="9000000006225";="FD";15,0000;64,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;960,00;17,00%;163,20;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="7";="99900000001525";="9000000015258";="LEITE IDEAL 50X200";="19011010";="";="5102";="CX";10,0000;142,0000;1.420,00;="9000000015258";="CX";10,0000;142,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;1.420,00;17,00%;241,40;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="8";="99900000000096";="9000000000964";="ARROZ RAMPINELLI PARB. 30X01KG";="10062010";="";="5102";="FD";25,0000;65,0000;1.625,00;="9000000000964";="FD";25,0000;65,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="3 - VALOR DA OPERACAO";;1.625,00;17,00%;276,25;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="9";="99900000000091";="9000000000919";="ACUCAR CRISTAL 30X01KG";="17019900";="";="5102";="FD";40,0000;39,0000;1.560,00;="9000000000919";="FD";40,0000;39,0000;;;;;="1 - SIM";="";="GRUPO 00";="0 - NACIONAL";="00 - TRIBUTADA INTEGRALMENTE";="";="0 - MARGEM VALOR AGREGADO (%)";;1.560,00;17,00%;265,20;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="10";="99900000000145";="9000000001459";="P.A GMA 1X30KG";="02102000";="";="5102";="CX";25,0000;390,0000;9.750,00;="9000000001459";="CX";25,0000;390,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="11";="99900000000724";="9000000007246";="COSTELA ROJAO 01X05KG";="02102000";="";="5102";="FD";8,0000;35,0000;280,00;="9000000007246";="FD";8,0000;35,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
="26150140891707000150550010000000891000000891";="1";="89";29/01/2015;;="100 - USO AUTORIZADO";="PE";="40891707000150";="018162924";="PE";="24570632000159";="015470466";="8137261719";="";="1";="Venda para Cliente";="12";="99900000000156";="9000000001565";="FIGADO SUINO 01X10KG";="02032200";="";="5102";="FD";6,0000;45,0000;270,00;="9000000001565";="FD";6,0000;45,0000;;;;;="1 - SIM";="";="GRUPO 40";="0 - NACIONAL";="41 - NAO TRIBUTADA";="";="";;;;;;="";;;;;;;;;;;;;
