IE;TOKEN;CONT;SOMA
"064191869";"gatagabola@hotmail.com";4;9.143,50
"064191869";"gatgabola@hotmail.com";1;1.061,10
"064191869";"luizmgr@hotmail.com";1;276,00
"064296296";"FINANCEIRO.ANABELLA@OUTLOK.COM";2;7.564,46
"064296296";"FINANCEIRO.ANABELLA@OUTLOOK.COM";3;1.989,28
"064296296";"PEDIDOS.ANABELLA@OUTLOOK.COM";2;605,00
"064296296";"financeiro.anabella@outlok.com";2;1.536,67
"064296296";"pedidos.anabella@outlook.com";3;8.043,62
"064358232";"claudiohb.87@gmail.com";2;635,00
"064397483";"Alsilvadistribuidora@gmail.com";1;15.120,00
"064397483";"aristoteles1975@gmail.com;logistica.congelados@cantualimento";2;28.520,00
"064397483";"aristoteles@qualyfrios.com.br";1;65.500,00
"064397483";"aristoteles@qualyfrios.com.br;staffcontabil@yahoo.com.br";7;277.655,40
"064397483";"brindes_cia@live.com";5;1.063,19
"064397483";"carvalhoaethur2@gamil.com";13;1.071.592,17
"064397483";"carvalhoarthur2@gmail.com";1;24.016,22
"064397483";"gacamello76@gmail.com";2;158.049,00
"064397483";"refeicoesexpress6@gmail.com";4;11.782,49
"064520005";"robertozz@hotmail.com";39;49.038,67
"064574601";"UYARAMIRANDA@HOTMAIL.COM";2;426,05
"064574601";"ZIG.ZIG2010@HOTMAIL.COM";1;3.997,30
"064574601";"ZIG.ZIG2010@HOTMAIL.COM;";1;470,25
"064574601";"ZIG.ZIG2010@HOTMAIL.COM;comercial@sao.jamef.com.br";1;1.338,31
"064574601";"casamoda.thiago@gmail.com";14;27.136,63
"064574601";"kmrussellpa50@yahoo.com.br";4;10.406,32
"064574601";"somostouch@hotmail.com";5;6.037,68
"064574601";"uyaramiranda@hotmail.com";18;19.343,30
"064574601";"zig.zig2010@hotmail.com";11;13.568,14
"064574601";"zigzig2010@hotmail.com";1;1.131,90
"064607208";"jayr2012jr@hotmail.com";9;673,23
"064673006";"ADMINISTRATIVO@VILLAKIDS.COM.BR";18;84.818,00
"064673006";"ISIS.LOPES@LOJAVILLAKIDS.COM.BR";11;35.666,31
"064673006";"ISIS.LOPES@LOJAVILLAKIDS.COM.BR;ADMINISTRATIVO@VILLAKIDS.COM";8;51.252,90
"064673006";"ISIS.LOPES@VILLAKIDS.COM.BR";35;119.365,11
"064673006";"ISIS.LOPES@VILLAKIDS.COM.BR;LEILA.GABRIELLE@VILLAKIDS.COM.BR";2;6.272,50
"064673006";"LEILA.GABRIELLE@VILLAKIDS.COM.BR";15;38.612,74
"064673006";"MARCELLY.SPINELLI@VILLAKIDS.COM.BR";6;22.363,16
"064673006";"VILLAKIDS2015@GMAIL.COM";2;6.592,80
"064673006";"administrativo@villakids.com.br";40;113.888,50
"064673006";"isis.lopes@lojavillakids.com.br";8;52.637,06
"064673006";"isis.lopes@vilakids.com.br";35;102.058,80
"064673006";"isis.lopes@villakids.com.br";2;19.346,28
"064673006";"isis.lopes@villakids.com.br;gerencia.sp@transpaulo.com.br";2;7.330,93
"064673006";"leila.gabrielle@villakids.com.br";23;38.949,63
"064673006";"lojavillakids@gmail.com";7;6.876,44
"064727882";"neto.jlsn@hotmail.com";39;442.076,67
"064757285";"magazinenatalia@gmail.com";18;71.756,14
"064757285";"magazinenatalia@gmail.com;bnu.emissao01@braspress.com.br";1;4.173,24
"064757285";"magazinenatalia@gmail.com;nfe@braspress.com.br";1;2.735,52
"064757285";"redemagazinenf@gmail.com";1;1.229,90
"064767671";"lojasqueen@hotmail.com";5;16.381,10
"064833640";"avp_vendas@hotmail.com";17;8.388,11
"064840182";"divepe@divepe.com.br";2;145,00
"064840182";"lojasagreste@gmail.com";3;6.984,64
"064877345";"bekinha_azevdo@hotmail.com";1;15,08
"064877345";"victordanilo@hotmail.com";1;4.531,30
"064925765";"cassio@sindeacucar.com.br";1;10.660,00
"064925765";"grafica.2p.design@hotmail.com";11;122.173,69
"064925765";"karina.santoos@hotmail.com.br";4;31.279,99
"064958426";"ALINE1234565@HOTMAIL.COM";9;127.547,14
"064958426";"aline1234565@hotmail.com";2;5.508,50
"064958426";"aline1234565@hotmail.com,Acempcontabil_keithy@yahoo.com.br";30;172.523,20
"064958426";"contato@emporiodafabrica.com";20;81.830,00
"064967760";"ESCRITORIOVAGAMUNDO@HOTMAIL.COM";1;3.360,00
"064967760";"edson.lima@vagamundo.com.br";2;1.685,70
"064967760";"tonicolapa@hotmail.com";1;858,00
"064969622";"ALEMMELO@HOTMAIL.COM";5;27.869,83
"064993507";"areiasuplementosalimentares@hotmail.com";2;25.491,86
"064993507";"la_suplementos_@hotmail.com";2;4.696,60
"064993507";"la_suplementos_@hotmail.com;aqa.atendim01@braspress";4;53.013,99
"065009789";"FATURAMENTO@FRIGORIFICOCAMBUI.COM.BR";13;1.003.666,00
"065009789";"aloysiosenna@gmail.com";765;3.006.150,07
"065009789";"sandersom1977@gmail.com";1;45.890,00
"065020324";"FARMACIAMAISDOTRABALHADOR@OUTLOOK.COM";8;15.867,53
"065020324";"baiano0102@hotmail.com";93;140.169,74
"065032764";"CENTROPISCINAS2050@HOTMAIL.COM";1;1.735,68
"065032764";"andreaasb@hotmail.com";13;7.614,56
"065032764";"azevedodionisio1@gmail.com";1;5.566,02
"065032764";"azevedodionizio1@gmail.com";2;3.722,20
"065032764";"centropiscinas2050@hotmail.com";4;53.878,04
"065032764";"lojabrazpe@outlook.com";1;1.268,00
"065086856";"PBARROS_MARCOS@HOTMAIL.COM;transportesschmoeller@hotmail.com";3;36.734,03
"065086856";"ademilsondiniz@hotmail.com";1;57.417,81
"065086856";"lojasdiana14@gdalles.com.br;ademilsondiniz@hotmail.com";2;153.556,54
"065132556";"nayararocha037@gmail.com";4;21.552,46
"065177061";"nicolecavalcanti04@gmail.com";1;559,00
"065223357";"INESLAFAYETTEJB@HOTMAIL.COM";3;5.146,50
"065223357";"ineslafayethejb@hotmail.com";2;13.004,80
"065223357";"ineslafayettejb@hotmail.com";2;3.211,30
"065261364";"jzito00@hotmail.com";1;34.200,00
"065261364";"pedroheverton@hotmail.com";9;473.392,32
"065344499";"fabioeduardinha@hotmail.com";7;19.377,12
"065344499";"fabiojosedasilvafbi@gmail.com";5;34.514,45
"065529863";"GRUPOFAZOBEM@GMAIL.COM";5;150.286,95
"065644026";"thamires.valenca@hotmail.com";42;57.549,21
"065674448";"TENYSON@PEQTORRIOMAR.COM.BR";1;280,00
"065674448";"recife@arenatorcedor.com.br";6;3.952,80
"065674448";"tenyson@peqtorriomar.com.br";2;4.681,64
"065674448";"tenyson@peqtorriomar.com.br@PEQTORRIOMAR.COM.BR";1;4.464,02
"065785940";"comercialsofruta@hotmail.com";1;838,80
"065826485";"DRICASILCA8@GMAIL.COM;CPQ.VENDAS@BRASPRESS.COM.BR";1;3.060,85
"065826485";"dricasilca8@gmail.com";2;5.912,35
"065826485";"dricasilca8@gmail.com;aqa.atendim01@braspress";3;12.194,17
"065826485";"dricasilca8@gmail.com;atlasnfe@atlastranslog.com.br";1;4.834,64
"065826485";"dricasilca8@gmail.com;nfe@sao.jamef.com.br";1;5.520,06
"065826485";"dricasilca8@gmail.com;operacional.acf@gmail.com";1;1.517,94
"065826485";"dricaslica8@gmail.com";2;2.852,92
"065872240";"coresstofados@outlook.com";1;3.716,00
"065939336";"tatyana-karla@hotmail.com";31;57.906,42
"065939336";"tatyana-karla@hotmail.com;gxap@braspress.com.br";6;17.117,37
"065939336";"tatyana-karla@hotmail.com;scacsrl@correios.com.br";1;526,92
"065975308";"jmoraes.9m4pgd+2-oge2timrxgyzdcmzs@mail.mercadolivre.com";1;9.990,99
"065978820";"1";8;254.700,00
"065978820";"CASILVAALIMENTOS@YAHOO.COM.BR";4;68.050,00
"065978820";"SILVAALIMENTOS@YAHOO.COM.BR";4;22.672,68
"065978820";"abreucosme@hotmail.com";4;91.550,00
"065978820";"abreuecosme@outlook.com";2;39.200,00
"065978820";"financeiro0904@gmail.com";18;426.000,00
"065978820";"hlatacadista@hotmail.com";72;659.181,40
"065978820";"hlatacadista@hotmail.com;helinton@mili.com.br";45;454.797,74
"065978820";"luizhenrique_dupovo@hotmail.com";3;87.143,15
"066038316";"CICDUARTE@HOTMAIL.COM";7;21.854,40
"066038316";"cicduarte@hotmail.com";12;22.119,96
"066038316";"questaode_estilo@hoytmail.com";3;4.594,30
"066118182";"20";5;62.967,73
"066118182";"JASOUZA@HOTMAIL.COM";4;107.469,46
"066118182";"PEDIDOS@FERATEX.COM.BR";44;255.575,33
"066118182";"TEXTIL@COMEXPORT.COM.BR;CADASTRO@FERATEX.COM.BR;.";1;47.960,10
"066118182";"aboy_ditongo@hotmail.com";3;48.148,50
"066118182";"agilizaacontabil@gmail.com";23;232.912,44
"066118182";"j.a.souza@hotmail.com;jasouza66@hotmail.com;itajai@sunorte.c";2;10.182,87
"066118182";"j.a.souza@hotmail.com;jasouza66@hotmail.com;transportesschmo";3;68.043,32
"066118182";"j.asouza@hotmail.com";1;30.627,83
"066118182";"j.zito00@hotmail.com;jzito00@hotmail.com";1;79.868,25
"066118182";"joselane20@gmail.com";25;310.405,40
"066118182";"joselane20_@hotmail.com";4;244.111,93
"066118182";"jzito00@hotmail.com";2;27.500,00
"066118182";"pedrolealj@gmail.com";2;44.899,85
"066118182";"rafael@feratex.com.br";3;79.866,64
"066121990";"1";5;165.957,80
"066121990";"COM.PITNAGUEIRA@OUTLOOK.COM";1;7.490,00
"066121990";"EMAIL@EMAIL.COM";1;11.000,00
"066121990";"ERIVALNUNES@GMAIL.COM";2;128.258,38
"066121990";"andcleitsonsantos@yahoo.com.br";5;147.408,74
"066121990";"edson.confia@gmail.com";1;790,00
"066121990";"germanoamiranda@gmail.com";1;50.176,50
"066121990";"mcatacarejo@outlook.com";5;68.870,00
"066121990";"sem@hotmail.com";14;123.860,00
"066138531";"MARCELOLEAL1986@HOTMAIL.COM";1;1.209,50
"066138531";"braian.sanson@yahoo.com.br";1;8.543,59
"066138531";"marceloleal1986@hotmail.com";6;7.527,92
"066138531";"milcadm@hotmail.com";13;29.718,25
"066138531";"milcamd@hotmail.com";1;6.124,14
"066250706";"karinaframos@hotmail.com";4;2.785,62
"066339782";"financeiro@fiojeitoso.com.br";50;328.202,52
"066473241";"CONDORHOTELARIA@GMAIL.COM";3;222,76
"066473241";"condorhotelaria@gmail.com";7;3.008,01
"066594111";"julyana@pontodepromocao.com.br";13;11.816,02
"066594111";"julyanablima@hotmail.com";20;17.935,53
"066607205";"juniorb@hotmail.com;rodrigo.misan@adar.com.br";8;143.716,38
"066607205";"maikon.dougllas@hotmail.com";3;6.270,92
"066694760";"joao54inacio@hotmail.com";1;126,45
"066694760";"restauranteogonzagao@hotmail.com";4;894,59
"066697603";"DENILZABARRETO2008@HOTMAIL.COM;gplcdrecife@hotmail.com";4;90.779,00
"066697603";"andreanerysfesta@gmail.com";11;7.020,30
"066697603";"denilzabarreto2008@hotmail.com";15;23.536,49
"066697603";"wendelaguiar@hotmail.com";2;4.773,10
"066757517";"CATEIXEIRADC@HOTMAIL.COM";1;13.196,60
"066757517";"GRAMATURATEXTIL@GMAILCOM";1;11.494,80
"066757517";"byby.alves@hotmail.com";1;10.476,00
"066757517";"cateixeiradc@hotmail.com";7;45.052,50
"066757517";"jessika_cateixeira@hotmail.com";4;78.494,71
"066757517";"jessika_catexeira@hotmail.com";1;7.239,69
"066757517";"junior@texpar.com.br";5;232.492,03
"066757517";"nfe@jordaomorais.com.br";24;365.508,78
"066757517";"rota_radical@hotmail.com;rodrigo.misan@adar.com.br";4;124.667,55
"066757517";"thaisinhatkm@gmail.com";1;10.569,00
"066757517";"xmlgolpe@kavicom.com.br";3;14.106,60
"066777976";"WALDIRGOMES25@GMAIL.COM";7;155.078,86
"066777976";"nfe@globalworld.com.br";1;4.524,45
"066777976";"waldirgomes25@gmail.com";2;8.130,57
"066777976";"waldirgomes@gmail.com";1;4.002,88
"066823404";"EDUARDOASPEIXOTO@HOTMAIL.COM";9;31.544,33
"066823404";"EDUARDOASPEIXOTO@HOTMAIL.COM;FISCAL.PE@URBANO.COM.BR";7;2.544,00
"066823404";"ERIKA.GONZAGA@CSVALIMENTOS.COM.BR";4;4.134,15
"066823404";"ISABELLA_ISIS@HOTMAIL.COM";6;9.686,49
"066823404";"amendoervas@hotmail.com";4;6.311,01
"066823404";"amendoervas@hotmail.com;andre@agmlog.com.br";2;2.769,49
"066823404";"batistawilton300@gmail.com";8;1.376,10
"066823404";"dkleinmaia@hotmail.com";1;1.660,00
"066823404";"eduardoaspeixoto@hotmail.com";117;108.431,50
"066823404";"eduardoaspeixoto@hotmail.com;comercial.pr2@tecmartransportes";3;3.289,95
"066823404";"eduardoaspeoxoto@hotmail.com";8;4.261,83
"066823404";"erika.gonzaga@csvalimentos.com.br";5;10.630,73
"066823404";"gamasilva@oi.com.br";2;1.730,00
"066823404";"isabela_isis@hotmail.com";2;2.139,06
"066823404";"isabella_isis@hotmail.com";51;95.920,51
"066823404";"italo.menezes@csvalimentos.com.br";3;5.872,92
"066823404";"izabelaisis@hotmail.com";16;5.815,16
"066867371";"glamourjeans12@gmail.com";7;1.723,08
"066879035";"LETHA@LETHA.COM.BR";3;164.082,18
"066884624";"NF.CLIENTES@QUALYFRIOS.COM.BR";20;16.224,12
"066884624";"NOTAFISCALTDM@GMAIL.COM";2;979,84
"066884624";"fabianagoncalvesbrito@hotmail.com";20;17.803,06
"066884624";"frigorificokicarne@ig.com.br";52;37.964,62
"066884624";"joaoagostinho015@gmail.com";1;449,87
"066884624";"naotem@nao.com.br";30;31.051,26
"066884624";"nf.clientes@qualyfrios.com.br";12;11.086,63
"066884624";"notafiscaltdm@gmail.com";2;1.741,26
"066911613";"E-MAIL NAO CADASTRADO";1;1.663,00
"066911613";"PAMARTIGOS@GMAIL.COM";2;3.394,90
"066911613";"nacito@bol.com.br";2;2.488,80
"066911613";"nacito@bol.com.br / rogerio.nando@hotmail.com.br";1;816,00
"066911613";"pamartigos@gmail.com";1;510,00
"066911613";"rogerio.nando@hotmail.com.br";2;1.360,00
"066914124";"LEFCONTADV@OUTLOOK.COM";3;10.389,60
"066914124";"TRANSFER@TRANSFER.COM.BR";1;626,72
"066914124";"comercialmegatransfer@gmail.com";4;2.659,00
"066914124";"lefcontadv@outlook.com";4;10.701,95
"066914124";"megatransfer@hotmail.com";14;2.910,00
"066914124";"megatransfer@megatransfer.com.br";78;355.307,71
"066914124";"megatransfer@megatransfer.com.br;";9;5.608,15
"066914124";"megatransfer@megatransfer.com.br; kleide@neoplas.com.br;";1;20,00
"067093620";"-";3;137.472,68
"067093620";"AURELIANOMGT@HOTMAIL.COM";4;49.700,37
"067093620";"TOPIMPORTFISCAL@HOTMAIL.COM";66;2.768.070,19
"067093620";"aurelianomgt@hotmail.com";2;16.916,40
"067093620";"aurelianomgt@hotmail.com;gnza@braspress.com.br";1;2.800,00
"067093620";"thiagopedrogc@globo.com;mayra@lasiltransportes.com.br";2;11.300,00
"067093620";"wmpjeans16@outlook.com.br";1;23.192,05
"067093620";"wpmjeans16@outllook.com";261;3.758.403,41
"067093620";"wpmjeans16@outlook.com";43;511.849,78
"067125921";"FATURAMENTO@COMTRAP.COM.BR";2;4.902,10
"067125921";"MARCONECARNEIRO2014@HOTMAIL.COM";2;2.347,79
"067125921";"RECIFE@GBTLOG.COM.BR";9;5.237,29
"067125921";"SOUZA-DIST@HOTMAIL.COM;TGB@TGBTRANSPORTES.COM.BR";3;72.960,00
"067125921";"marconecarneiro82@gmail.com";1;930,00
"067125921";"mauro.silva@lokaki.com.br";6;7.333,77
"067125921";"molequinhotransportes@hotmail.com";2;3.885,84
"067153461";"comercial@makital.com.br";1;5.230,31
"067298273";"E.GALDINOCONFECCOES@GMAIL.COM; PAULO@VASCONCELOSEMORAIS.COM.";1;57.301,94
"067298273";"E.GALDINOCONFECCOES@GMAIL.COM;transportesschmoeller@hotmail.";7;155.650,39
"067298273";"e.galdinoconfeccoes@gmail.com";7;132.199,92
"067356818";"CIRIA_LCF@YAHOO.COM.BR";2;7.200,97
"067356818";"nana-moveis@hotmail.com";16;65.254,97
"067356818";"nana-moveis@hotmail.com;kathiaplaspolo@gmail.com";1;4.010,66
"067356818";"nana.moveis@hotmail.com";4;7.483,12
"067356818";"valdirmoveis2013@hotmailc.om";2;3.952,79
"067373151";"ORTOPE@ORTOBOM.COM.BR";27;39.751,50
"067373151";"aradiante@hotmail.com";6;28.420,80
"067373151";"mandraderepres@bol.com.br";1;9.229,50
"067411690";"renatopaulo670@gmail.com";8;59.438,68
"067411690";"renatopaulo@gmail.com";5;7.294,10
"067411690";"rentopaulo@gmail.com";1;5.223,75
"067420842";"fibradecoco@hotmail.com";1;305,00
"067586813";"@";14;499.790,30
"067586813";"AGILIZAACONTABIL@GMAIL.COM";5;42.477,90
"067586813";"AGILIZAACONTABIL@GMAIL.COM;operacional@watexlog.com.br";4;170.212,10
"067586813";"AGILIZAACONTABIL@GMAIL.COM;rallytransportes2010@hotmail.com";3;78.758,20
"067586813";"MMNUNESCONFEC@GMAIL.COM";4;35.621,28
"067586813";"adenilsondiniz@hotmail.com";3;82.074,29
"067586813";"agilizaaconntaabel@gmail.com";4;16.093,71
"067586813";"agilizaacontabil@gmail.com";2;102.787,39
"067586813";"heloisa.monteiro@gmail.com";1;3.871,20
"067586813";"mmnunes@gmail.com";31;688.017,53
"067586813";"mmnunesconfc.@gmail.com";1;35,00
"067586813";"mmnunesconfec@gmail.com";5;257.150,35
"067586813";"mmulherprima@hotmail.com";3;66.797,48
"067586813";"pedidos@feratex.com.br";2;19.202,40
"067586813";"veroni.adllogistica@gmail.com";2;9.751,00
"067599800";",";1;3.054,00
"067599800";"CVMODA20@GAMIL.COM";1;3.013,02
"067599800";"CVMODA20@GMAIL.COM";1;3.754,49
"067599800";"cvmoda20@gmail.com";22;36.563,23
"067599800";"cvmoda20@gtmail.com";3;3.131,08
"067599800";"cvmodas20@gmail.com";1;978,00
"067599800";"cvmodas20@hotmail.com";1;1.025,76
"067599800";"cvmodazo@gmail.com";2;4.858,60
"067599800";"dfiorep@hotmail.com";1;3.534,00
"067631894";"eduardo.xt660@gmail.com";24;72.918,67
"067693300";"poddiumatendimento2@hotmail.com";1;4.173,90
"067693300";"poddiumatendimento2@hotmail.com;TI.NFE@BRASPRESS.COM.BR";8;84.218,23
"067693300";"poddiumatendimento2@hotmail.com;nfe@multilaser.com.br;TI.NFE";2;28.500,72
"067712703";"andre@countgames.com.br";12;89.026,50
"067770070";"JFMACEDO@HOTMAIL.COM;itajai@sunorte.com.br; iolanda@sunorte.";1;20.899,62
"067770070";"PEDIDOS@FERATEX.COM.BR";4;18.316,65
"067770070";"aboy_ditongo@hotmail.com";1;6.727,03
"067770070";"cadastro@feratex.com.br; felipe@feratex.com.br; rafael@ferat";1;18.942,34
"067770070";"lmartins.rep@hotmail.com";1;19.366,20
"067770070";"pedidos@feratex.com.br";24;118.469,00
"067770070";"rafael@feratex.com.br";2;25.108,20
"067838804";"E-MAIL NAO CADASTRADO";2;4.500,00
"067838804";"JOHNVICTOR@HOTMAIL.COM";1;7,54
"067838804";"gl888tecidos@gmail.com";5;286.169,80
"067838804";"marianna_marques@r7.com;jl.transportes@terra.com.br; ana_jlf";15;516.278,70
"067838804";"viniciusdaviamor@gmail.com";1;15.456,00
"067870023";"VILANOVA.JE@HOTMAIL.COM";4;972,00
"067870023";"vilanova.je@hotmail.com";49;42.466,66
"067988296";"anne.gc@hotmail.com";1;34.397,11
"067988296";"anne.gc@hotmail.com; toquedarte@live.com";3;67.423,65
"067994008";"MLGM@IG.COM.BR";16;36.764,99
"067994008";"mlgm@ig.com.br;;cibelly@boratransportes.com.br; aline@boratr";5;14.305,77
"068011105";"CORPORATIVO.ADM50@GMAIL.COM";2;3.499,54
"068011105";"lulinha.uber@gmail.com";3;99,00
"068013159";".";8;5.765,18
"068013159";"Nettinho_27@hotmail.com";23;34.009,50
"068013159";"avenidaveiculosbeto@hotmail.com";1;18.756,00
"041367561";"8134683499";97;27.293,56
"041367561";"81991898491";3;2.145,87
"041367561";"8199689359";10;1.532,69
"041367561";"81996893598";8;794,87
"041388801";"08134284022";27;19.701,98
"041388801";"08187788719";16;7.162,60
"041388801";"34284022";59;34.710,89
"041388801";"8134254022";4;9.590,00
"041388801";"8134284022";212;194.406,81
"041388801";"8187787819";3;3.083,57
"041388801";"8187788719";14;26.045,19
"041388801";"8188823811";50;36.688,10
"041388801";"8198442029";69;19.268,25
"041388801";"8199217180";14;18.661,90
"041388801";"984420296";9;26.261,07
"041388801";"987788729";3;1.304,17
"041706285";"8135233195";2;73.301,98
"041813103";"8137310658";1;7.981,55
"041967240";"8738640382";34;40.582,20
"041967240";"8738643635";14;20.129,57
"041967240";"8788362096";3;10.410,48
"041967240";"87988362096";5;16.652,47
"042351006";"08134310206";5;755,24
"042351006";"34310206";3;2.306,20
"042351006";"8134310206";5;13.027,06
"042351006";"8134325607";1;560,00
"042411505";"8132277495";1;400,68
"042411505";"8192443031";2;1.627,20
"042411505";"81992443031";3;2.014,30
"042524970";"08187991887";25;12.549,74
"042524970";"08195888420";28;6.691,24
"042524970";"1997303175";1;17,20
"042524970";"8198578751";5;2.276,73
"042524970";"81992529892";12;1.359,00
"042524970";"81995888420";20;6.535,38
"042524970";"81997303175";12;1.543,98
"042524970";"987991887";4;635,70
"042641853";"8133429806";5;7.907,90
"042664047";"00008191771317";1;54.255,98
"042664047";"8136571403";2;5.706,00
"042664047";"8191219222";1;3.015,03
"042664047";"81991219222";1;2.691,20
"042664047";"81991771317";4;5.835,30
"042664047";"81991993360";3;27.079,57
"042809541";"37551171";8;150.978,10
"042809541";"8137551171";29;859.745,85
"042809541";"8197076911";4;2.310,00
"042921970";"8130360366";2;2.641,26
"042957222";"33253168";1;2.348,98
"042957222";"8133253168";7;1.666,42
"042957222";"8133267284";9;2.580,00
"042957222";"81986811169";46;16.530,69
"042957222";"81999464063";1;94,37
"043025919";"08738412010";28;28.341,93
"043025919";"08738412410";10;30.229,63
"043025919";"38412010";18;3.977,27
"043025919";"84873841201";8;1.610,00
"043025919";"87038412010";7;3.411,38
"043025919";"8738411439";27;34.594,95
"043025919";"8738412010";236;228.157,52
"043025919";"8738441045";48;66.119,88
"043025919";"8738974536";5;4.481,23
"043025919";"87998065081";8;2.995,43
"043029078";"81986495843";238;965.304,13
"043228941";"08132017870";4;1.060,00
"043228941";"1993902844";6;116.339,50
"043228941";"2139887542";25;1.650.521,08
"043228941";"3132341436";9;268.015,42
"043228941";"32017870";5;221.478,50
"043228941";"8132017870";1;54.723,68
"043228941";"8138332015";9;752.321,42
"043228941";"8197460999";4;27.265,89
"043228941";"8432742070";28;1.752.545,63
"043525482";"08186573274";2;1.050,99
"043525482";"8181598383";3;4.647,46
"043525482";"81929903736";4;2.114,24
"043525482";"8195272350";7;4.589,51
"043525482";"8195564620";2;3.283,50
"043525482";"81956573274";5;3.668,08
"043525482";"81981598383";1;815,24
"043525482";"81986573274";16;47.988,51
"043525482";"81995272350";2;1.820,16
"043525482";"81995564620";3;4.660,86
"043525482";"981598383";4;3.563,85
"068013159";"transalvestp@hotmail.com";15;49.194,00
"068021682";"CLAUDIUSILVA@HOTMAIL.COM";3;22.496,88
"068021682";"HENRIQUE@HTLOG.COM.BR";6;266.074,64
"068021682";"aboy_ditongo@hotmail.com";24;845.775,10
"068021682";"aboy_ditongo@hotmail.com;comercial1@emitex.com.br;transporte";2;153.491,35
"068021682";"aboy_ditongo@hotmail.com;transportesschmoeller@hotmail.com";1;78.306,72
"068021682";"innovicontasapagar@hotmail.com";33;45.908,92
"068021682";"mariaadjanilda@hotmail.com;recebe.nfe@ssw.inf.br";7;97.482,54
"068023707";"LOJAVERSOS@GMAIL.COM";29;148.387,63
"068023707";"lauracduarte50@gmail.com";1;7.329,60
"068023707";"lojaversos@gmail,com";1;252,00
"068023707";"lojaversos@gmail.com";9;36.264,60
"068028423";"VENDAS.AFSCOMERCIO@GMAIL.COM";5;1.776,00
"068028423";"vendas.asscomercio@gmail.com";10;38.172,09
"068028423";"vendas.asscomercio@gmail.com;TI.NFE@BRASPRESS.COM.BR";1;16.200,00
"068045514";"LOJASMANGO@OUTLOOK.COM";65;183.534,75
"068078102";"JULIOOFICINAMECANICAEAUTOS@GMAIL.COM";6;6.097,47
"068078102";"julio.francisco@ds@gmail.com";6;1.724,43
"068078102";"julio.franciscods@gmail.com";2;887,40
"068078102";"julio.francsico.ds@gmail.com";13;1.181,74
"068078102";"juliofran@hotmail.com";4;583,66
"068113536";"MMFESTARECIFE@HOTMAIL.COM";1;2.233,00
"068113536";"MOISESLJ@HOTMAIL.COM";4;10.691,69
"068113536";"mariancarvalho@yahoo.com.br";1;2.545,18
"068113536";"mmfestarecife@hotmail.com";3;8.482,72
"068113536";"moiseslj@hotmail.com";19;50.291,27
"068120230";"comercialrj@setelagos.com.br";1;3.873,87
"068120230";"fuxingcomercio@gmail.com";1;1.707,72
"068120230";"j-k-presentes@hotmail.com";4;17.013,66
"068120230";"j_k_presentes@hotmail.com";2;9.988,61
"068120230";"jkpresentes@hotmail.com";1;21.692,22
"068120230";"omsaopaulo@gmail.com";1;2.628,02
"068129025";"alessandraco72@hotmail.com";1;92.993,61
"068129025";"staffjeanss@hotmail.com";16;1.014.376,50
"068143958";"SILVAMICAELY3@GMAIL.COM";9;13.052,84
"068143958";"feira.sublima123@gmail.com;ti.nfe@braspress.com.br";6;12.463,17
"068143958";"fera.sublima123@gmail.com";4;4.647,46
"068143958";"micaelymodas@hotmail.com.br";7;10.946,41
"068143958";"silvamicaely3@gmail.com";11;22.039,77
"068276834";"NAO@TEM.COM";13;12.687,23
"068276834";"roberta-cem-igual@hotmail.com";38;31.356,07
"068276834";"roberta-sem-igual@hotmail.com";29;17.334,97
"068305877";"prometheus295@gmail.com";1;17.203,20
"068454953";"MIMOSKIDS2016@OUTLOOK.COM";1;5.185,40
"068454953";"mimokids2016@outlook.com";1;970,47
"068454953";"mimoskids2016@outlook.com";28;77.384,27
"068554311";"SONIAFARIAS3@OUTLOOK.COM";10;16.271,89
"068554311";"soniafarias3@outlook.com";27;33.181,40
"068554311";"soniafarias3@outlook.com;ti.nfe@braspress.com.br";28;31.604,79
"068573375";"kleberguilherme1980@hotmail.com";10;7.376,38
"068573375";"kleberguilhermino1980@hotmail.com";68;37.018,31
"068610750";"cadastro.nfe@renault.com";1;85.791,20
"068628617";"MARCILIOTLMODAS@GMAIL.COM";18;41.367,94
"068628617";"marciliotlmodas@gmail.com";18;77.994,64
"068635583";"DORIEDSON1969@HOTMAIL.COM";9;89.863,40
"068635583";"doriedon1969@hotmail.com";3;21.924,00
"068635583";"doriedson1969@hotmail.com";7;51.445,25
"068689837";"catarina.barby@gmail.com";7;34.763,55
"068707916";"elissandra319@gmail.com";2;5.733,65
"068707916";"elissandro319@gmail.com";10;6.896,95
"068707916";"lsandra319@gmail.com";7;3.932,24
"068707916";"renato.s.adm@gmail.com";29;39.395,03
"068707916";"tinfe@dpcnet.com.br";2;78,91
"068733089";"GONCALVESLUNA@HOTMAIL.COM";1;1.527,54
"068733089";"bombonflex@gmail.com";5;1.701,22
"043525482";"99527235098657";1;463,92
"043525482";"995564620";4;1.956,40
"043565786";"8187726487";1;6.849,48
"043757502";"08132241381";1;12.527,66
"043757502";"8132241381";52;309.322,35
"043889255";"08191590121";3;420,00
"043967906";"030390029";4;629,50
"043967906";"30390029";9;3.548,02
"043967906";"8130390026";1;500,01
"043967906";"8130390029";16;6.590,21
"044415320";"00000000";2;13.149,44
"044415320";"009130844622";4;161.650,63
"044415320";"00919317675";5;990,47
"044415320";"08133663632";5;3.171,00
"044415320";"08134382868";1;831,70
"044415320";"08188007099";3;14.400,96
