IE;CNPJ;RAZAO;SIT;ARRECADACAO;ENTRADAS;SAIDAS;REGIME;SEGM;MUNICIPIO;DRR;DATA-IE;CONTADOR
"068684797";"26025322000189";"SANTA TEREZINHA ALIMENTOS LTDA EPP";"C";;919.940,40;;"NORMAL";"SUPERMERCADOS";"TEREZINHA";"II";26/08/2016;
"068684525";"26039957000135";"PEDRA REDONDA COMERCIAL DE ALIMENTOS EIRELI";"C";;84.750,00;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"PESQUEIRA";"II";26/08/2016;"GILSON BEZERRA DA SILVA"
"068681933";"26037712000179";"COMERCIAL LUA NOVA EIRELI EPP";"C";;;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";26/08/2016;
"068679360";"26008899000182";"GEORGE DE LIMA PIMENTEL MERCADOS EPP";"B";;;;"NORMAL";"SUPERMERCADOS";"BREJAO";"II";25/08/2016;
"068635583";"23020312000162";"RUAN DE SOUZA LIMA 12580302417";"A";13.205,23;457.679,41;;"SIMPLES NACIONAL";"TECIDOS";"SURUBIM";"II";22/08/2016;"MARIA GILVANIA PEREIRA CLEMENTE"
"068628617";"25966012000104";"ROSEANE ALBUQUERQUE DE ARRUDA 06089122475";"S";1.666,27;184.248,27;;"SIMPLES NACIONAL";"TECIDOS";"IGARASSU";"I";22/08/2016;"MAURO MARINHO DA SILVA"
"068610750";"25753707000108";"RINALDO CARVALHO BARBOSA 37543644487";"A";16,00;85.791,20;;"SIMEI";"VAREJO";"RECIFE";"I";22/08/2016;
"068590890";"25965403000104";"L MANOEL DA SILVA BEBIDAS ME";"C";;;;"NORMAL";"BEBIDAS";"IBIMIRIM";"II";17/08/2016;
"068573375";"25526729000127";"LUCIANA GOMES DA SILVA 07656529438";"S";12,01;220.943,15;;"SIMPLES NACIONAL";"VAREJO";"RECIFE";"I";15/08/2016;
"068462387";"25358808000176";"LUIZ HENRIQUE ALBUQUERQUE MEDEIROS 09854919498";"A";;92.248,40;;"SIMEI";"VAREJO";"CARUARU";"II";08/08/2016;
"068454953";"25352226000182";"EDIVANIA DE LIMA AZEVEDO MATEUS DA COSTA 05969017477";"A";1.509,97;118.055,87;;"SIMEI";"TECIDOS";"NAZARE DA MATA";"I";08/08/2016;
"068305877";"25301034000147";"JOHNATAN & L ALIMENTO LTDA EPP";"C";;1.842.642,20;413.550,27;"SIMPLES NACIONAL";"SUPERMERCADOS";"CONDADO";"I";27/07/2016;"SAMUEL RAMOS PAZ DE FREITAS DOMINGOS"
"068285230";"25265369000157";"JULIANA EMILIA PEREIRA BARBOSA 09946877457";"A";2.307,63;100.720,52;93.548,01;"SIMEI";"VAREJO";"SANTA CRUZ DO CAPIBARIBE";"II";25/07/2016;
"068276834";"25259467000181";"ALESSANDRA ROBERTA VERCOSA DOS SANTOS 12683190409";"A";12,12;105.577,81;;"SIMEI";"SUPERMERCADOS";"BARREIROS";"I";25/07/2016;
"068143958";"25181493000134";"MICAELE BERNADINO SILVA 08115693499";"A";160,93;187.643,78;;"SIMEI";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";20/07/2016;"JOSEFA DE SOUZA COSTA LEAL"
"068129025";"25240817000168";"BLENNDEDD EIRELI ME";"A";62.109,47;1.539.997,23;628.264,23;"NORMAL";"TECIDOS";"SURUBIM";"II";20/07/2016;"HERLLA GINYANA CORDEIRO PRADO"
"068120230";"25162023000123";"ROSEMERE CAMPOS DA SILVA 54700175400";"S";;117.063,30;;"NORMAL";"VAREJO";"CARUARU";"II";19/07/2016;
"068113536";"25157076000156";"MOISES LUIZ JUNIOR 04203547431";"A";3.170,23;175.970,68;;"SIMEI";"VAREJO";"RECIFE";"I";19/07/2016;
"068051751";"25227427000158";"G B DE FREITAS EIRELI EPP";"C";;;;"NORMAL";"BEBIDAS";"FLORES";"II";18/07/2016;
"068028423";"25186132000180";"ANDRE SEVERINO DA SILVA COMERCIO E SERVICOS ME";"A";3.048,18;133.729,58;290.879,38;"SIMPLES NACIONAL";"SUPERMERCADOS";"GOIANA";"I";12/07/2016;"FELIPE AUGUSTO BEZERRA DA SILVA"
"068023707";"25175532000190";"VDR COMERCIO VAREJISTA DE ROUPAS LTDA ME";"S";41.913,73;564.989,98;39.011,05;"SIMPLES NACIONAL";"TECIDOS";"RECIFE";"I";11/07/2016;"SIMONE MARTINS ARAUJO"
"068021682";"25166021000102";"JOSE CRESCENCIO BARBOSA & CIA LTDA ME";"C";21,89;1.781.896,63;683.077,65;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";11/07/2016;"JOSIEL AUGUSTO DA SILVA"
"068013159";"25157202000172";"LUIZ ALVES DE OLIVEIRA NETTO TRANSPORTES ME";"A";160,28;580.732,18;170.540,00;"SIMPLES NACIONAL";"TRANSPORTE";"GARANHUNS";"II";07/07/2016;"JOAO PAULO DE OLIVEIRA FERREIRA"
"068011105";"25145205000196";"LADIES AND GENTLEMEN EIRELI ME";"C";;4.514,54;;"NORMAL";"TECIDOS";"OLINDA";"I";07/07/2016;"EDMILSON SILVA DE ANDRADE"
"067994008";"25120527000180";"MARCOS ANDRE DOS SANTOS SILVA 08039734460";"A";13,18;273.227,39;;"SIMEI";"ATACADO DE ALIMENTOS";"JABOATAO DOS GUARARAPES";"I";06/07/2016;"MARIA DE FATIMA FERREIRA DE MACEDO"
"067988296";"25114605000134";"LIDIANE PEREIRA DE BRITO 04821849496";"A";1,01;101.820,76;;"SIMEI";"VAREJO";"RECIFE";"I";06/07/2016;
"067883354";"25049754000167";"ALLAN FRANCISCO ROQUE DIAZ 00751759406";"A";13,92;208.671,67;627,00;"SIMEI";"VAREJO";"RECIFE";"I";27/06/2016;
"067870023";"25039402000120";"JEISA BEZERRA VILA NOVA 09668000447";"S";;507.853,43;;"SIMPLES NACIONAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";27/06/2016;"RILDO DE QUEIROZ SARAIVA"
"067836780";"25015877000187";"MICHAEL DOUGLAS DOS SANTOS 11116484412";"A";3,00;27.731,36;135.342,50;"SIMPLES NACIONAL";"VAREJO";"JABOATAO DOS GUARARAPES";"I";21/06/2016;
"067770070";"24978585000187";"J. F. DE MACEDO JUNIOR CONFECCOES ME";"C";10.124,91;599.769,80;1.558.495,92;"SIMPLES NACIONAL";"TECIDOS";"TAQUARITINGA DO NORTE";"II";16/06/2016;"FLAVIO CAVALCANTI DOS SANTOS"
"067769659";"24968991000169";"CLAUDIO F DA CRUZ MERCADOS ME";"B";;;;"NORMAL";"SUPERMERCADOS";"RIACHO DAS ALMAS";"II";16/06/2016;
"067747760";"24977350000170";"TATIANE SILVA DE MOURA 00801938465";"A";16,35;5.585,33;130.767,30;"SIMEI";"VAREJO";"OLINDA";"I";14/06/2016;"JENER LUIZ CORREIA"
"067712703";"24956742000153";"ANDRE SEIXAS SILVA 04358967418";"A";2.437,26;90.684,50;;"SIMEI";"VAREJO";"RECIFE";"I";14/06/2016;
"067693300";"24942375000139";"SILMARA DE LIMA ARRUDA 70279930402";"A";15.153,22;155.020,62;;"SIMEI";"VAREJO";"PETROLINA";"III";14/06/2016;"IVANILDO PEREIRA GUIMARAES"
"067674941";"24971752000168";"COMERCIAL PONTE VELHA EIRELI EPP";"C";;;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";09/06/2016;
"067631894";"24919604000102";"ROBERTA SOUZA DE OLIVEIRA 06102858662";"A";920,59;105.323,73;;"SIMEI";"TECIDOS";"CARUARU";"II";06/06/2016;"ERNANDO HELENO DA SILVA"
"067624332";"24913756000190";"ANDERSON RODRIGUES DE SOUZA ARAUJO 05423859450";"A";2.408,19;117.309,10;;"SIMEI";"ATACADO DE ALIMENTOS";"IGARASSU";"I";06/06/2016;
"067599800";"24896178000120";"MARIA LUIZA DA SILVA 15257762404";"A";460,55;105.768,69;;"SIMEI";"TECIDOS";"CACHOEIRINHA";"II";06/06/2016;
"067598587";"24895068000144";"ELIELDO LOPES DA SILVA 13759227422";"A";;117.783,30;;"SIMEI";"ATACADO DE ALIMENTOS";"IPUBI";"III";06/06/2016;
"067591906";"24890025000176";"EVANDRO JOSE BET 04803239924";"A";16,02;491.110,36;;"SIMEI";"VAREJO";"RECIFE";"I";06/06/2016;
"067586813";"24932229000122";"M M NUNES DE SOUSA CONFECCOES ME";"C";25.941,85;4.729.098,14;6.063.792,77;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";06/06/2016;
"067420842";"24810938000135";"ZENALDO ALVES FERREIRA DA SILVA 00989786404";"A";160,24;90.885,10;;"SIMEI";"TECIDOS";"RECIFE";"I";23/05/2016;
"067411690";"24804706000174";"PAULO RENATO DA SILVA INACIO 07789914405";"A";;188.459,47;;"SIMEI";"VAREJO";"PETROLINA";"III";23/05/2016;
"067398065";"24842647000129";"STEELSERVICE LOGISTICA E INDUSTRIA LTDA";"A";31.686,67;15.163.362,78;14.442.277,10;"NORMAL";"TRANSPORTE";"CABO DE SANTO AGOSTINHO";"I";20/05/2016;"ANTONIO VIEIRA DE BARROS FILHO"
"067302211";"24806568000162";"COMERCIAL NOVO CARVALHO EIRELI EPP";"C";;;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";16/05/2016;
"067298273";"24791843000111";"E GALDINO DE OLIVEIRA CONFECCOES";"C";;454.938,64;491.417,60;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";16/05/2016;
"067293638";"24790914000161";"COMERCIAL PEGA LEVE EIRELI EPP";"C";;;;"NORMAL";"SUPERMERCADOS";"VITORIA DE SANTO ANTAO";"II";16/05/2016;
"067271316";"24745426000132";"SCHIRLLEY PATRICIA LOUREIRO AZEVEDO 86642588487";"A";;84.806,19;;"SIMEI";"TECIDOS";"RECIFE";"I";10/05/2016;
"067236081";"24720629000174";"CAIO ANDRIO DE ANDRADE BEZERRA 11493802410";"A";13,89;2.562,60;;"SIMEI";"TECIDOS";"RECIFE";"I";10/05/2016;
"067204635";"24708306000165";"RODRIGO HENRIQUE MONTEIRO LOPES 08263812437";"A";9,57;;98.685,20;"SIMEI";"MATERIAL DE CONSTRUCAO";"CABO DE SANTO AGOSTINHO";"I";10/05/2016;
"067153461";"24677340000110";"LEURICE HIGINO CARLOS 07527006420";"C";3,10;270,00;90.794,00;"NORMAL";"TECIDOS";"TORITAMA";"II";04/05/2016;
"067144209";"24520724000124";"ALEXSANDRO ARAUJO FERREIRA 01285633466";"A";3,32;182,10;105.918,25;"SIMEI";"VAREJO";"SIRINHAEM";"I";04/05/2016;
"067125921";"24660142000143";"JOSE ALVES FERREIRA 94014973891";"A";3.101,46;106.354,30;;"SIMEI";"ATACADO DE ALIMENTOS";"PETROLINA";"III";04/05/2016;"LEILIANNE EMELUCI SOARES COSTA"
"067101585";"21941707000172";"ALFA COMERCIO VAREJISTA DE ALIMENTOS LTDA  ME";"C";192,00;1.184.005,85;;"NORMAL";"ATACADO DE ALIMENTOS";"NAZARE DA MATA";"I";03/05/2016;
"067093620";"24689791000177";"TORQUATO & SOUZA CONFECCOES LTDA ME";"A";167.771,04;12.035.875,41;1.312.530,77;"NORMAL";"TECIDOS";"CARUARU";"II";29/04/2016;"RAMON ANGEL DE LUNA SIQUEIRA"
"067089860";"24680484000125";"MACIEL BARROS CESAR & CIA LTDA EPP";"B";;967.886,51;;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";29/04/2016;
"066922062";"24299862000206";"BZAWRY INDUSTRIA E COMERCIO DE CONFECCOES LTDA. ME";"A";;59.760,00;;"SIMPLES NACIONAL";"TECIDOS";"TORITAMA";"II";14/04/2016;"UBIRAJARA FABRICIO DA SILVA"
"066914124";"09370788000100";"MULT SERVICO DE FACCAO DE PECA DO VESTUARIO LTDA";"S";3.762,95;567.135,82;1.198.805,73;"NORMAL";"TECIDOS";"RECIFE";"I";13/04/2016;"LUIZ CAVALCANTE JUNIOR"
"066911613";"24574802000173";"NILTON NACITO GONCALVES ME";"A";704,42;19.151,10;246.502,77;"NORMAL";"TECIDOS";"RECIFE";"I";12/04/2016;"SANDRA ROGERIA CESARIO DA SILVA"
"066884624";"24542503000157";"FLAVIA GONCALVES DA SILVA 89871057415";"B";13,43;162.641,29;;"NORMAL";"INDUSTRIA DE ALIMENTOS";"PAULISTA";"I";11/04/2016;
"066879035";"23830167000185";"MARIA DO SOCORRO TEJO CAMINHA 30437555453";"A";16,00;161.238,27;;"SIMEI";"VAREJO";"RECIFE";"I";11/04/2016;
"066867371";"24532783000112";"ERALDO DOS SANTOS LUMINATO 08564160455";"C";8,02;105.853,51;;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";11/04/2016;
"066823404";"24566651000101";"JLSP COMERCIO DE PRODUTOS NATURAIS EIRELI ME";"S";3.909,26;687.185,76;;"NORMAL";"ATACADO DE ALIMENTOS";"RECIFE";"I";11/04/2016;"MANOELA ANDRESSA DE AGUIAR CAMPELO"
"066777976";"24493650000184";"AMANDA ALIAN DA SILVA 08140208442";"S";1.433,28;204.245,26;;"NORMAL";"TECIDOS";"CARUARU";"II";04/04/2016;"DILMA DE SOUSA"
"066767822";"24486751000128";"R.M. DE OLIVEIRA E SILVA ME";"S";;966.910,60;17.975,10;"SIMPLES NACIONAL";"BEBIDAS";"BONITO";"II";04/04/2016;
"066757517";"24479128000148";"R P DA SILVA CONFECCAO - ME";"C";2.563,40;3.323.661,44;3.246.979,80;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";04/04/2016;
"066718619";"24494597000136";"NICOLE OLIVEIRA LOPES MACIEL EPP";"S";;2.601,60;;"NORMAL";"TECIDOS";"RECIFE";"I";31/03/2016;"JONATH DE LIMA SANTOS"
"066702020";"24429478000108";"J M C COMERCIO E REPRESENTACOES EIRELI EPP";"C";;;;"NORMAL";"BEBIDAS";"OLINDA";"I";29/03/2016;
"066697603";"24465116000164";"PONTO BOM ENTREGAS DE ACAI - EIRELI ME";"S";7.767,23;235.916,31;;"NORMAL";"VAREJO";"RECIFE";"I";29/03/2016;"FRANCISCA PEDROZO DA MATA JALES"
"066694760";"24448856000192";"RESTAURANTE E LANCHONETE O GONZAGAO LTDA ME";"S";;51.439,66;;"SIMPLES NACIONAL";"VAREJO";"POMBOS";"II";29/03/2016;"LIDIAN GOMES DA SILVA"
"066689414";"24434835000118";"J O P DA SILVA - TECIDOS";"S";1.354,76;843.957,79;;"NORMAL";"TECIDOS";"LIMOEIRO";"I";29/03/2016;"JOAO CARLOS DA FONSECA"
"066607205";"24413717000123";"MAYKON DOUGLLAS DE SOUZA FIRMO 09704721455";"A";;129.102,65;;"SIMEI";"TECIDOS";"JOAO ALFREDO";"I";21/03/2016;
"066543983";"24385186000102";"KELLY & JOSE CONFECCOES LTDA ME";"C";;;405.500,50;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";18/03/2016;
"066530571";"24393052000133";"COMERCIAL LADO A LADO EIRELI EPP";"C";;;;"NORMAL";"BEBIDAS";"SAO JOSE DA COROA GRANDE";"I";16/03/2016;
"066473241";"24338237000145";"VSFO COMERCIO E SERVICOS DE HOTELARIA EIRELI  ME";"C";508,20;10.758,87;10.277,00;"NORMAL";"TECIDOS";"RECIFE";"I";15/03/2016;
"066448212";"24373184000101";"SJS COMERCIAL DE ALIMENTOS EIRELI EPP";"C";;;;"NORMAL";"BEBIDAS";"RECIFE";"I";14/03/2016;
"066339782";"05136880001032";"FIO JEITOSO INDUSTRIA E COMERCIO DE CONFECCOES LTDA";"C";17.871,29;398.822,77;589.569,45;"NORMAL";"TECIDOS";"RECIFE";"I";04/03/2016;"LIZ RAQUEL GOMES ELOI"
"066309522";"24260484000176";"SERGIO VINICIUS ALVES DA CRUZ 12249746460";"A";;97.915,79;;"SIMEI";"VAREJO";"CABO DE SANTO AGOSTINHO";"I";29/02/2016;
"066250706";"24251877000113";"MILDRED VANCE DE FIGUEIREDO RAMOS 15269000415";"A";4,40;98.285,00;;"SIMEI";"TECIDOS";"OLINDA";"I";29/02/2016;
"066183596";"24195488000118";"ERICA MILENA BARROS PEREIRA 04010474408";"S";12,28;271.565,83;;"SIMPLES NACIONAL";"VAREJO";"PAULISTA";"I";22/02/2016;
"066138531";"24165799000134";"JOSE CORREA DE ARAUJO JUNIOR 04657035428";"A";437,52;173.592,66;22.923,08;"SIMEI";"TECIDOS";"RECIFE";"I";22/02/2016;
"066121990";"24197705000109";"M C ATACAREJO EIRELI  ME";"C";1.244,57;9.620.278,14;4.377.452,95;"NORMAL";"ATACADO DE ALIMENTOS";"OLINDA";"I";18/02/2016;
"066118182";"24187894000139";"A P RODRIGUES DE MELO TECIDOS ME";"A";35.248,76;1.884.191,15;616.704,20;"NORMAL";"TECIDOS";"BREJO DA MADRE DE DEUS";"II";17/02/2016;
"066115590";"24185565000159";"COMERCIAL SERRA BRANCA EIRELI EPP";"C";;;;"NORMAL";"BEBIDAS";"AGUAS BELAS";"II";17/02/2016;
"066038316";"24104959000135";"CRISTIANA MARIA DE SOUZA 04727952440";"A";760,12;107.475,71;;"SIMEI";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";15/02/2016;
"065978820";"24062938000102";"COMERCIAL ABREU E COSME LTDA ME";"C";;15.381.160,90;;"SIMPLES NACIONAL";"SUPERMERCADOS";"CUPIRA";"II";03/02/2016;
"065975308";"24101760000153";"FABIO JUNIOR DE MORAIS RESTAURANTE E LANCHONETE ME";"S";920,05;45.243,63;;"SIMPLES NACIONAL";"VAREJO";"PETROLINA";"III";02/02/2016;"SERGIO LUIZ SANTANA"
"065939336";"24068077000161";"TATYANA KARLA PEREIRA BARBOZA 02837799424";"A";6.393,13;150.746,71;;"SIMEI";"TECIDOS";"JAQUEIRA";"I";01/02/2016;"SUELI MARIA TELES SOARES"
"065872240";"24014990000185";"WASHINGTON CARLOS DOS SANTOS ESTOFADOS ME";"S";250,34;4.116,00;50.320,00;"SIMPLES NACIONAL";"VAREJO";"CARUARU";"II";26/01/2016;"SEVERINO EVANGELISTA DE MELO"
"065826485";"24014491000198";"JOSEFA ADRIANA BEZERRA DA SILVA 05794389451";"A";2.376,37;136.595,39;;"SIMEI";"ATACADO DE ALIMENTOS";"BREJO DA MADRE DE DEUS";"II";25/01/2016;
"065756509";"23981697000124";"MESSIAS JOSE DA SILVA 08507535461";"A";;150.740,77;;"SIMEI";"TECIDOS";"RECIFE";"I";19/01/2016;
"065674448";"23971172000108";"TCS COMERCIO DO VESTUARIO E ARTIGOS ESPORTIVOS LTDA ME";"A";1.222,50;32.845,81;;"SIMPLES NACIONAL";"TECIDOS";"RECIFE";"I";14/01/2016;"FABIO JOSE DA SILVA"
"065644026";"23925422000173";"THAMIRES ANDREA VALENCA ESPINDOLA 11185086455";"A";2.028,26;177.579,93;;"SIMEI";"TECIDOS";"TACAIMBO";"II";11/01/2016;
"065574737";"23923798000149";"CARDOSO COMERCIO E REPRESENTACOES EIRELI EPP";"C";;;;"NORMAL";"BEBIDAS";"RECIFE";"I";07/01/2016;
"065529863";"23897130000174";"LUSINETE MARIA DE SENA MIRANDA 28409590468";"A";1.581,59;111.051,76;;"SIMEI";"VAREJO";"SAO LOURENCO DA MATA";"I";05/01/2016;"FABIO LUIZ CAVALCANTI DE MORAIS"
"065484401";"23865954000162";"EDINILSON JOAO DA SILVA 07136965403";"A";16,45;786.603,99;;"SIMEI";"VAREJO";"OLINDA";"I";23/12/2015;"JANEIDE DOMINGOS DOS SANTOS LIMA"
"065460219";"23846552000110";"LUAN FAGNER DE AGUIAR SANTOS 12469689406";"A";;469.585,28;;"SIMEI";"TELECOMUNICACAO";"POMBOS";"I";23/12/2015;
"065435532";"22253965000200";"JOSELITO BEZERRA MODA FEMININA EIRELI ME";"S";1.657,60;26.848,46;;"NORMAL";"TECIDOS";"RECIFE";"I";22/12/2015;"MARIA DE FATIMA XAVIER DE ANDRADE"
"065399048";"23826205000126";"SILVANIA JORDAO DE OLIVEIRA 04021545417";"A";12,00;85.368,25;;"SIMEI";"INDUSTRIA";"PAULISTA";"I";14/12/2015;
"065344901";"23796759000128";"MARIA IRACI DA SILVA 05091372458";"A";17,83;4.767,69;95.635,00;"SIMEI";"VAREJO";"LAJEDO";"II";09/12/2015;
"065344499";"23796405000183";"FABIO JOSE DA SILVA 04393269403";"A";2.860,94;106.116,76;;"SIMEI";"TECIDOS";"ESCADA";"I";09/12/2015;
"065337360";"23792073000169";"FABIANO GONCALVES DA SILVA 09218966464";"A";18.461,45;8.150,00;127.493,60;"SIMPLES NACIONAL";"MATERIAL DE CONSTRUCAO";"ARARIPINA";"III";09/12/2015;
"065261364";"23776666000131";"F F SILVA DE OLIVEIRA TECIDOS ME";"C";27.348,22;679.138,92;;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";03/12/2015;
"065223357";"23739321000108";"MARIA EDUARDA LAFAYETTE GUIMARAES 11481516485";"C";11,62;29.020,80;;"SIMEI";"TECIDOS";"RECIFE";"I";01/12/2015;
"065177061";"23751599000109";"NICOLE C RODRIGUES DA SILVA ME";"S";;1.933,55;42.774,70;"NORMAL";"TECIDOS";"RECIFE";"I";30/11/2015;
"065172345";"23732643000125";"COMERCIAL LAGOA DO OURO ALIMENTOS LTDA EPP";"C";;;;"NORMAL";"SUPERMERCADOS";"LAGOA DO OURO";"II";27/11/2015;
"065132556";"23695708000100";"NAYARA DA R. ARAUJO ME";"A";460,91;140.727,39;;"SIMPLES NACIONAL";"VAREJO";"CARUARU";"II";24/11/2015;"ANA PAULA DE LIRA JORDAO"
"065086856";"23715685000158";"REGINARIA ELUIZA DA SILVA CONFECCOES ME";"S";17.123,77;706.511,29;619.985,20;"NORMAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";24/11/2015;
"065085965";"23722942000189";"M. A. F. MIRANDA COMERCIO DE BEBIDAS";"C";;;;"NORMAL";"BEBIDAS";"RECIFE";"I";24/11/2015;"CARLOS FERNANDO DA SILVA"
"065032764";"23652588000163";"JOAO BRAZ BISPO NETTO 10432279466";"A";4.066,60;135.268,08;;"SIMEI";"VAREJO";"AGUA PRETA";"I";17/11/2015;"ANDRE FELIPE SOARES PEREIRA"
"065020324";"23646223000126";"TIAGO JACKSON DA SILVA NASCIMENTO 05103714426";"C";7,00;162.748,62;;"NORMAL";"VAREJO";"CARUARU";"II";17/11/2015;
"065009789";"23638469000156";"NELSON VITOR ALVES FILHO ME";"C";;6.124.395,91;11.070,00;"NORMAL";"VAREJO";"RECIFE";"I";17/11/2015;
"064993507";"23629037000189";"LUANNA ALINE ANDRADE DA SILVA 10521335418";"A";575,05;117.156,38;;"SIMEI";"ATACADO DE ALIMENTOS";"RECIFE";"I";17/11/2015;
"064967760";"06278224000227";"FERREIRA MODA E CONFECCOES LTDA - ME";"B";;139.622,99;;"NORMAL";"TECIDOS";"PAULISTA";"I";12/11/2015;"AURINO LOPES DE SANT ANNA"
"064958426";"23634501000125";"GABRIEL N SANTOS ME";"A";9.720,12;768.124,22;;"SIMPLES NACIONAL";"TECIDOS";"SANTA CRUZ DO CAPIBARIBE";"II";11/11/2015;"PEDRO CARLOS TABOSA DO NASCIMENTO"
"064955591";"19274997000287";"DIANA MARIA COSTA - EIRELI - ME";"C";;;;"NORMAL";"SUPERMERCADOS";"SERRA TALHADA";"II";10/11/2015;"JORGE ANDRE DOS SANTOS VASCONCELOS"
"064925765";"23605480000110";"KARINA JENUINO DOS SANTOS 09981968439";"A";10,09;218.553,62;;"SIMEI";"VAREJO";"RECIFE";"I";09/11/2015;"JAMERSON PAULO DA SILVA"
"064862666";"23588988000157";"DISTRIBUIDORA PERNAMBUCANA DE ALIMENTOS EIRELI  ME";"B";;;;"NORMAL";"SUPERMERCADOS";"RECIFE";"I";04/11/2015;
"064840182";"23571245000174";"IVAN MARCIO DA SILVA 02679148495";"A";217,15;160.062,68;;"SIMEI";"VAREJO";"CARUARU";"II";03/11/2015;
"064833640";"23566550000178";"MARIA DE LOURDES BENVINDA DA SILVA 33573140459";"A";8,17;263.407,26;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"RECIFE";"I";03/11/2015;"DIOGO FERNANDES MINERVINO DE SOUZA"
"064767671";"18464588000280";"ROSABA CONFECCAO E ARTIGOS PARA PRESENTES LTDA - ME";"S";5.381,27;375.565,94;;"SIMPLES NACIONAL";"TECIDOS";"RIBEIRAO";"I";27/10/2015;"RENILDO SANTOS DA ROCHA"
"064757285";"23534197000144";"DAYSE MARIA DE OLIVEIRA SILVA 71018760482";"A";14,36;81.988,62;;"SIMEI";"TECIDOS";"JABOATAO DOS GUARARAPES";"I";26/10/2015;
"064727882";"23516569000100";"LINDBERG CARLOS DE ALMEIDA NASCIMENTO 04457671460";"B";6,02;439.145,60;;"NORMAL";"VAREJO";"CARPINA";"I";26/10/2015;
"064674746";"23518742000109";"CLEYSON JOSE DOS SANTOS CONSERVACAO DOMICILIAR";"C";;;;"NORMAL";"ATACADO";"SAO JOSE DO EGITO";"II";22/10/2015;
"064673006";"19239020000229";"ISIS MARIA L. C. COSTA CONFECCOES INFANTIL ME";"B";19.408,39;983.782,15;;"NORMAL";"TECIDOS";"RECIFE";"I";22/10/2015;"CARLOS JOSE DA SILVA"
"064671640";"23513327000162";"MARIA DE FATIMA LOPES MOTA ME";"C";;12.419,78;30.824,30;"NORMAL";"TECIDOS";"RECIFE";"I";22/10/2015;
"064668428";"21948524000260";"BRUNO TELES DOS SANTOS-ME";"C";;3.660.776,87;150.000,00;"NORMAL";"ATACADO DE ALIMENTOS";"PETROLINA";"III";20/10/2015;"MARIA DE FATIMA BRANDAO DA SILVA"
"064623599";"21044511000185";"SEVERINO JOSE BEZERRA FILHO 76589960410";"C";;4.194,00;;"NORMAL";"TECIDOS";"RECIFE";"I";19/10/2015;
"064607208";"23455583000140";"JAIR MOTA DA SILVA 10812351444";"A";2,36;87.558,45;;"SIMEI";"INDUSTRIA DE ALIMENTOS";"BARREIROS";"I";19/10/2015;
"064595609";"23480805000185";"ERIVALDO OLIVEIRA DE ARAUJO EMBALAGENS EIRELI EPP";"C";;;;"NORMAL";"ATACADO";"PESQUEIRA";"II";16/10/2015;
"064594807";"23477302000150";"PRO HIGIENE DO BRASIL LTDA";"B";;;;"NORMAL";"INDUSTRIA";"VITORIA DE SANTO ANTAO";"II";16/10/2015;"ISABELLA QUEIROZ GUIMARAES"
"064574601";"23444007000106";"KATIA MARIA RUSSELL DE PINHO ALVES 70992290449";"A";217,72;231.656,20;;"SIMEI";"TECIDOS";"RECIFE";"I";14/10/2015;
"064520005";"23424946000180";"ZELIA ALVES DA SILVA 85628905453";"A";12,32;207.576,18;;"SIMEI";"VAREJO";"RECIFE";"I";14/10/2015;
"064496201";"23436329000103";"CARLA MICHELE SOUZA SILVA GOMES ME";"S";48,36;69.336,39;;"SIMPLES NACIONAL";"VAREJO";"OURICURI";"III";08/10/2015;"JAILSON BEZERRA GOMES"
"064493954";"23431721000151";"AROEIRA COMERCIO E REPRESENTACOES EIRELI EPP";"B";;;;"NORMAL";"BEBIDAS";"OLINDA";"I";08/10/2015;
"064397483";"23410341000130";"ALEXSANDRO SILVA CABOCLO";"C";24,75;3.511.963,73;1.943.424,75;"NORMAL";"ATACADO";"GRAVATA";"II";05/10/2015;"AMYLSON JOSE FERREIRA MENDES"
"064358232";"23346394000130";"CLAUDIO HENRIQUE BARBOSA 06251873426";"A";16,00;91.588,35;;"SIMEI";"TELECOMUNICACAO";"CAMARAGIBE";"I";28/09/2015;
